Komentar,Klasifikasi
Hoax bagi BMKG....fakta bagi rakyat....coba tanya Luhut...kenapa dia tahu kalau suatu daerah akan kena omicron...data Luhut dari mana...kenapa bukan Kemenkes yg ngomong.,NEGATIF
"Bnr gw jg sama.... seumur gw hdp d kmpung,lngit kmpung gw blm prnh kelwtin pesawat eh kmren kmren ad heli wrna item trbang rendah sontak wrga skliling gw pada kluar liat heli kaget lh org blm prnh liat heli scra lngsung,trus d blkng helinya kya mngeluarkn asap kya gtu,tiba2 jarak 4 hri stlh itu wrga skmpung gw pada sakit smua keluhn sama yaitu flu,sakit badan,nyeri kepala,meriang batuk batuk,gw safety gw ksh tau k wrga jgn ad yg smpe d periksa k dokter nanti bkln d covid kn,minum air kelapa muda insha alloh sembuh...Sadis pemerintah skrng demi mengurangi populasi smua rakyatnya d racun.",NEGATIF
Hahahaha adakah yg percaya dengma BMKG,NEGATIF
Tidak masuk akal tengah malam terbang rendah menyebarkan kepulan asap berwarna putih,NEGATIF
Tpi Ko bisa terjadi di sebagian banyak tempat di indonesia yaa ???,NETRAL
"Bisa aja BMKG nyangkal...Faktanya gw sakit ngedadak (Demam, pegal, batuk pilek) habis nongkrong 1/2 jam diluar langsung kerasa....",NEGATIF
media pemerintah banyak setingan.Bayak orang pintar tapi ga benar.,NEGATIF
"boong ah, engga di jkt doang di banyuwangi semalem juga ada. kalo pesawat cepet ilang asapnya dan ga mungkin terbang rendah",NEGATIF
"Gak habis pikir banyak orang indonesia yg gumunan/kudet tentang contrail, contrail itu suatu hal yang lumrah ,asap dr pesawat , dan bodonya lagi di bikin isu nyebarin penyakit kkkkkkk  lebih parah lagi pemerintah yg di tuduh ,tepuk jidat .. pantes indonesia kagak maju""",POSITIF
"Pas sblum org2 pda sakit , sblumnya ada 3 pesawat terbang di atas dan itu terlihat dekat banget , dan karna saya tinggal dikampung gak biasanya ada pesawat terbang sedekat itu , dan setelah itu emg iyaa tiba2 banyak yg sakit , da antara percaya atau tidak",NEGATIF
Sebentar lagi rakyat gk pernah percaya sm pemerintah,NEGATIF
"Mudah mudahan Allah melindungi rakyat Indonesia dari kezoliman,",NEGATIF
Hati-hati Saja.... Jaga Diri Masing-masing.... Kuatkan Imun Tubuh..... Banyak Sodakoh... Minta Perlindungan Dari Allah SWT,NETRAL
Semoga Allah SWT yg membalas perbuatan mereka yg zholim ke rakyatnya,NEGATIF
Kita Malaysia dan Indonesia kena bersatu melawan kerajaan yg menindas rakyat...,NEGATIF
Ya Allah ya robbb jagalah keluargaku yg berada d Indonesia dan jagalah NEGARAKU dari Segala musibah dan mala petaka Amin ya allah??????€???€???€?NETRAL,
Ya Tuhan lindungi bangsa Indonesia,NEGATIF
Mari kita semua berdoa kpd Allah jika memang kita sdg didzalimi penguasa semoga Allah bls dan Allah akhiri semua kegilaan ini AMIN,NEGATIF
Tapi memang ada..   insyaAllah   benar..Ada  yg sengaja menabur  sesuatu dgn pesawat..yang  berdampak buruk untuk kesehatan ..ingatlah wahai yg melakukan itu Ada Allah ..dan Allah Akan melindungi hambanya yg berlindung  dengan menyebut NamaNYA...YA ALLAH..kami Hambamu yang Lemah dihadapanmu Berlindung kepadamu Dari kejahatan jin dan manusia.. Smg  banyak saidaraku yg ingat dan kembali kepada Allah Atas  ujian ini.,NEGATIF
Alhamdulillah Tuhan menurunkan hujan guna menetralisasi cairan disenfectan di masa pandemi CoViD19,NEGATIF
Sungguh biadab kalau itu memang benar2 di sengaja "semoga Alloh SWT mengazabb secepatnya orang yg jahatt dan jolim terhadap rakyat Indonesia"khususnya penduduk Jakarta"Amiiin,NEGATIF
Entah kenapa dikampung ku kompak pada sakit tenggorokan+demamSmg Allah melindungi kita semua.,NEGATIF
Semoga orang2 yg berniat jahat di NKRI dpt teguran dr Allah SWT,NEGATIF
"Apapun keterangannya, kita yg terlintasi oleh chemtrail tetap waspada. Saat ini rakyat sdh banyak tdk percaya pd media pemerintah. Ada virus atau tidak tetap jalankan protokol kesehatan.",NEGATIF
Orang2 indonesia tdk akan gentar/takut karena percaya & yakin ada ALLOH yg melindungi kita,NEGATIF
"Benar atau salah , hanya Allah SWT yg tahu deh karena kepercayaan kami kepada Pemerintahan Jikowi sdh pada titik terendah saat ini",NETRAL
Semoga Allah laknat orang2 yg memerintahkannya dan diazab seberat2nya krn sdh membuat warganya sakit,NEGATIF
"Hampir setiap hari skrang hujan,  semoga Alloh slalu melindungi",NEGATIF
"Semoga Allah SWT melindungi negara Indonesia. Jika memang berita itu benar, maka siapa yang berbuat dia akan bertanggung jawab kelak..",NETRAL
Kita curiga kenapa serentak penyakit muncul..di berbagai daerah sedangkan mereka tdk ada interaksi dg warga luar yg terkontaminasi virus covid Omicron...,NEGATIF
Ya Allah SubhanahuwaTa'ala lindungi kami dr keburukan dhahir bathin..aamiin,NEGATIF
Jika apa yg di resahkan masyarakat terbukti benar kelak.. Maka hal tsb adalah kejadian yg luar biasa bagi Republik ini .. Semoga tdk benar.. Dan semoga Alloh melindungi kita semua rakyat Indonesia dr kejahatan atau kezdoliman dlm bentuk apapun,NEGATIF
"100% sy yakin dan percaya karena di sulawesi selama 7 hari ini banyak sekali yang sakit demam, flu, batuk dan sakit kepala, sakit tenggorokan bukan hanya di kota tapi juga di daerah, dan itu hampir bersamaan semua yg sakit",NEGATIF
Sudah sangat banyak yg sakit setelah kejadian ini.. dari Sabang sampai Merauke.. termasuk saya sakit dari Aceh... klu gk mau di tuduh masyarakat pemerintah seharusnya jangan melakukan kegiatan yang aneh2 .. cukup medis yang di perbaiki lebih baik.. itu aja,NEGATIF
"hanya terfokus bahwa chemtrail yang dimaksud adalah hoax. namun, tidak ada klarifikasi dari pihak terkait mengenai pihak mana atau siapa yg bertanggung jawab serta apa tujuan pesawat tersebut beraktivitas  di malam hari.",NEGATIF
"Yg menyebar juga gak bisa disalahkan, kalo gak direkam atau diviralkan kita gak tau apa2, setelah dijelaskan semoga sudah pada tauuu..",NEGATIF
Sepandai-pandainya menutupi kebohongan suatu saat akan ketahuan juga.,NETRAL
"Cepat tindak jika ada warga yg nyebar isu bikin resah warga. Tolong pak Pol jangan diam aja, tangkap penyebar isu kaya gitu.",NEGATIF
Mau ppkm lg atau nggk semoga Allah SWT selalu memberikan nikmat sehat dan melancarkan rejeki kita semua,NEGATIF
"Kenapa harus dekat"" lebaran ada terjadi seperti ini, yg katanya ngapain pesawat lah, knapa gak dari bulan"" lalu aja ngapain pesawat nya... Mau dekat lebaranan baru ada pesawat kek gituan,, di bilang nyebarin virus omicron malah di bantah .. kebenaran nya sebenar nya memang virus, tp di tutup""in dr masyarakat.. politik"".",NEGATIF
tapi sepertinya badan itu yang bikin hok dgn menutupi keadaan yang sebenarnya...supaya maksud dan tujuannya tercapai.. rakyat dialihkan dan dibohongin terus seolah olah tidak terjadi apa apa...,NEGATIF
"Loh, rakyat skrang sudah pintar"" , justru media menyembunyikan kebenarannya, emang aneh kok dimana"" biasa gk pernah ada pesawat terbang malam hari dan itu terbangnya gak tinggi, itu disemua daerah indonesia, siang"" juga, duluh jarang sekali pesawat terbang rendah kecuali helikopter, skrang sering sekali, bener"" menyebarkan virus itu",NEGATIF
Betul tidak nya itu zat yg berbahaya...pihak terkait sebaik nya menyelidiki agar tidak meresah kan masyarakat...,NETRAL
Jangan menyalahkan atau menyudutkan sesuatu yang penting yang merekam dan yang menyebarkan harus disuruh menjelaskan ke publik yang sebenarnya...kalau seperti itu kan bisa terjadi pada mobil kita jika pagi hari waktu dinyalakan ....proses kondensasi juga ada....kita tunggu penjelasan dari pihak yg mengunggah video.,POSITIF
"Pertanyaanya adalah sudahkah itu diteliti ? Atau Hanya sebatas penjelasan mengenai chamtrail begini, conctrail begitu ? Kesimpulannya kenapa BMKG bisa mengklaim kalau kejadian itu hoax yang isunya penyebaran omicron padahal belum dilakukan penyelidikan.
Padahal kami berharapnya ""kami telah meneliti dan telah dilakukan penyelidikan bahwa itu bukan chamtrail"" Namun sayangnya yang kami dengar hanyalah penjelasan chamtrail seperti ini, conctrail seperti ini.",NEGATIF
"Rakyat sekarang sdh susah jngan di bohongi terus, apa gunanya menerbangkan dron itu dimana-mana secara serentak di seluruh negeri ini, klo saja menerbangkanya hnya beberapa unit dan di satu atau dua daerah saja msh bs di trma akal sehat, tetapi klo di seluruh daerah se- Indonesia, apa coba, sdh deh kasian rakyat kecil...",NEGATIF
"Rakyat udah sulit percaya, kenapa ya ngaca aja sendiri.",NEGATIF
"Zaman sekarang yg benar dibilang Hoax, yg Hoax dibilang benar. Inilah ahir zaman",NEGATIF
"Semoga bisa terlacak kebenarannya, kenapa terjadinya malam hari...",NEGATIF
media sekarang fungsi nya bukan mengungkap fakta tapi buat menutup fakta.,NEGATIF
"Terus kl hoak, itu asap apa? Knp ga di buktikan. Kita ini apalah,trs apa tujuannya dia nyebarkan cZat itu kl bukan mau mracuni. Smg melalui doa utk mreka yg zalim di azab secepatnya. Kasian bgt anak2 sakit. Sungguh zolim",NEGATIF
"Aku tinggal di Bali,bbrp waktu lalu,ada juga isu spt itu,apa suatu kebetulan byk yg sakit panas,batuk,sakit tenggorokan dan badan ngilu,Klo benar,kejam sekali...semoga kita semua sll dlm lindungan Tuhan",NEGATIF
KAYAK NYA GW LEBIH PERCAYA ISU INI...DARI PADA BANTAHAN PARA PEJABAT NEGRI INI....MA'AF EPEK DARI PEMERINTAH /PIMPINAN SERING  NGIBULIN RAKYAT NYA......,NEGATIF
"Harus di selidiki, jangan cuma diam para pejabat penegak hukum,Tapi miris y saya tidak yakin ini di selidiki, terlalu banyak oknum di Indonesia ini,",NEGATIF
"Ya Allah ,lindungi rakyat Indonesia ,ya Allah kenyapkan orang2 yg dholim PD rakyatnya",NEGATIF
"Hati2lah saudaraku sudah semakin banyak di singkapkan di dunia ini yg akan terjadi yg belum pernah terjadiBerdoalah senantiasa,  jangan ribut lg tentang agama ataupun politik lg, hargai perbedaan keyakinan org lain, manfaatkan waktumu untuk bebuat baik dan saling mendoakan.",NEGATIF
Jahat dan biadab ! Sampai kapan hal ini terus dibiarkan dan ditutupi ?? Rakyat sdh cerdas dan paham beda antara chemtrail sama kondensasi,NEGATIF
"kenapa pihak kominfo dan lembaga2 pemerintah langsung membantah, justru harusnya menyelidiki sebagai bentuk kewaspadaan...",NEGATIF
"Masya Allah SWT  selamat' hambamu, hancurkan penyakit itu",NEGATIF
Kalo memang itu perbuatan orang" dzolim semoga Alloh menunjukkan siapa yg sedang berbuat dzolim...dan semoga apa yang mereka tabur akan kembali kepada mereka..entah itu virus atau apapun aamiin ya Allah  semoga Allah melindungi rakyat Indonesia dari segala macam bahaya aamiin ya Allah,NEGATIF
Semoga penjahat2 di negeri ini segera musnah..,NEGATIF
Semoga seluruh rakyat Indonesia..sllu dlm perlindungan Allah SWT..Hasbunallah wani'mal wakil,NEGATIF
Ingat yg menyebarkan berita kebohongan akan di minta pertanggung jawaban di akhirat kelak.Semoga kita Selalu Di lindungi OlehALLAH SWT. Aamiin,NEGATIF
Waktu yg akan menjawab. Hanya yg Maha Kuasa tahu. Prasangka baik akan menenangkan hati. Selalu jaga kesehatan .,NEGATIF
"Semoga pelakunya, dalangnya dan yang terlibat Chemtrail dimusnahkan oleh Allah sampai 7 turunan, Aamiin,",NEGATIF
Sulitnya meyakini mana yg bnr mana yg salah di zaman seperti ini . Astagfirullah,NEGATIF
Semoga kita semua sehat selalu ya Allah..Amiiiin YRA..,NETRAL
Saat ini.. Kebenaran adalah apa yang  mereka anggap sebagai kebohongan.,NEGATIF
Semoga kita beri kesehatan semua amiin,NETRAL
"Kita doakan semoga yg berbisnis  fandemi dan yg mendzolimi masyarakat semoga semua pelaku dan yg menebar virus dan penyakit dgn sengaja hanya untuk kepentingan bisnis semata semoa 7 turunan dikutuk dan di azab alloh swt, aminn...yra",NEGATIF
"""Pembuat?hoax?terbaik adalah penguasa""Penguasa memiliki seluruh peralatan untuk berbohong. Intelijen, data statistik dan media dia kuasai. ""Tapi itu faktanya. Hanya pemerintah yang mampu berbohong secara sempurna,-Rocky gerung",NEGATIF
smoga smua pihak juga bisa jujur. untuk kesehatan dan keselamatan semua umat.,NEGATIF
Semoga Allah subhanahiwatala melindungi seluruh rakyat indonesia dari sabang sampai merauke khususnya Jakarta ibu kota indonesia.. Moga saja Allah subhanahuwatala akan membuka semua kedok kedok manusia laknatulah dan semoga Allah membalikan semua yg ditebar,NEGATIF
Makin parah aja negeri ini...smoga negeri ini dilindungi Allah SWT...Aamiin,NEGATIF
"Semoga netijen indonesia dimudahkan dapat pekerjaan agar tidak menganggur sehingga tidak lagi mikir2 yg bukan2 begini, aamiin",POSITIF
"Dari jaman dulu, tahun 80-an sudah ada. Kita yg orang Surabaya kalau lihat gitu di langit biasanya pada heboh bilang, ""wah ada jet! Bapakmu joged-joged!""Itu jaman dulu, tanpa tau contrail ato chemtrail.",NETRAL
"Mungkin di daerah tertentu,akhir-akhir sering muncul dan banyak ga seperti waktu sebelumnya.Sehingga masyarakat heran dan wajar klo penasaran.Sama saja penasaran kenapa menjelang bulan puasa pendemi covid meningkat.",NETRAL
"Kalo gak ditutupi, ya di pecat dongss  analisa itu dari beberapa kejadian, dan saya sudah tes kadar air hujan, air pdam  selama 2 minggu ini wudhu dan gosok gigi pake aer galon, soalnya air rasa obat, entah apapun itu, semoga kalian yang baik dan jujur, sehat selalu dan dalam lindungan Allah SWT",NEGATIF
"Jelas menurut para ahli pesawat perbedaan nya adalah chemtrail itu jejaknya tidak Langsung hilang bertahan lama, sedang jejak contrail itu hanya 1 km dari pesawat sudah akan pudar",NETRAL
"Dulu waktu kecil suka liat asap dri pesawat jet, dan smpe skrg alhamdulillah kgk ada apa"" Dri asap tersebut wkwkw",POSITIF
"Baru tau,,padahal waktu masih bocah 6 tahunan aku dan temen2 lain paling seneng liat asap bekas pesawat,rasanya takjub...",NETRAL
"Zamannya corona virus ditambah lagi peristiwa begini yg katanya chemtrail tanpa tahu kebenarannya. Alhasil masyarakat pada tersugesti bahwa asap itu benar"" chemtrail yg akhirnya masyarakat sakit akan sugestinya sendiri. Zaman sudah susah, beban pikiran nggak usah ditambahin lagi yg ada malah tambah stress imun tubuh pun tambah jadi lemah. Tetap positif thinking kawan, dan tentunya pasrahkan semuanya sama Allah SWT untuk urusan diluar kendali kita.",POSITIF
"Saya tinggal dipelosok pedalaman sumatera,  gak ada pesawat yg pernah lewat diatas langit desa kami.  Tapi hampir semua warga desa terserang flu,  batuk,  dan demam. Kami meyakini ini karena faktor cuaca yg setiap malam terasa dingin menusuk tulang.",POSITIF
"Wkwkwk, senjata biologis yang diangkut pake pesawat.Dari jaman gua bocil pesawat yang keluar asapnya sering banget gua lihat. Bocil jaman sekarang ada ada aja, padahal pegangannya Smart phone, tapi yang megang ga smart .Masalah flu/batuk atau apalah itu emang musim2an. Ketika musim flu, pasti banyak orang2/tetangga yang kena flu juga, ga harus nunggu pesawat berasap baru kena flu",POSITIF
Tiap hari ada ratusan pesawat yang melintas di langit. Kenapa ada yang berasap dan ada yang tidak ? Bukankah ketinggian rata2 pesawat saat terbang itu kurang lebih sama...?,NETRAL
Jangan berpikir yang tidak2 kawan. Karena akan membuat imun tubuh melemah dan gampang terserang penyakit. Kalau masalah stelah terjadi jejak pesawat yang diduga itu adalah senjata biologis. Dan habis itu warga disekitar jadi demam atau sebagainya. Itu pun sejak dulu pesawat belum diciptakan sudah ada tuh penyakit. Jadi jangan berpikiran yang tidak2 kawan. Positif thingking aja.,POSITIF
"Mohon maaf yg dipermasalahkan oleh netizen yg khawatir itu bukan soal ketidaktahuannya tentang asap yg dikeluarkan dari pesawat jet itu karna memang sudah sejak dahulu sudah ada. Sayapun tau itu. Ngga sebodoh itulah..
Cuman yg jadi masalah adalaah.. zat kimia yg dikeluarkan bahaya atau tidak. di sengaja atau tidak?  Toh memang benar tidak ada bukti yg membenarkan adanya chemtrail itu di indo maupun di negara lain. Tapi kan kita tetep harus waspada juga.
Ada juga tuh yg udah cek kadar air dan udaranya dan hasilnya ada zat kimianya. Tapi kalo ini mungkin bisa dijelasin seperti ada campuran dari asap pabrik atau airnya dekat dengan sumber sawah yg menggunakan pestisida.. tapi, kita ngga akan pernah tau apa yg sebenarnya  terjadi.
Tetep waspada dan selalu jaga kesehatan.",NETRAL
"Masalah belum terbukti, karena tidak ada media yang mau memberikan ruang untuk investigasi",NETRAL
"Chemtrail sudah ada sejak jaman pesawat jet,dulu dikenal dengan pancargas,oleh orangorang yg tidak bertanggung mengatakan senjata biologi yg sebabkan penyakit dan bahkan menuduh negara tertentu",NETRAL
Masalahnya terjadi mlm2 dan pd ketinggian rendah wajar jd polemik..,NEGATIF
"Gua sih lebih percaya mereka yang melihat dan merekam video tersebut dari pada orang BMKG.Baru seumur hidup gua lihat chemtrail ataupun contrail serendah itu,terus malam lagi itu udah jelas mencurigakan",NEGATIF
CHEMTRAIL PUNYA ANGKATAN UDARA AUSTRALIA DAN AMERIKA SERIKAT,NEGATIF
Seharusnya pihak tni klarifikasi contrails yg malem?? di jkt.. Banyak yg belum paham,NETRAL
Apa pun yang "MEREKA" perbuat pada kita dan meski ini benar atau bohong.. Semoga kita selalu di jauhkan dari marabhaya selalau di mudahkan rezekinya dan di sehatkan selalu.,NETRAL
"Polanya masih sama.. varian baru - ppkm - lockdown - vaksin lanjutan (wajib)  - ketika sudah memenuhi target, tiba tiba hilang begitu saja lalu lahir varian berikut",NETRAL
Kenapa Luhut tahu kalau omicron akan muncul di suatu daerah..bahkan tgl dan bulan dia tahu semua....apa yg di lihat masyarakat adalah fakta.,NEGATIF
"Fenomena ini sendiri terjadi akibat proses kimia-fisika yang terjadi diatas langit antara udara panas yang dihasilkan mesin pesawat yang bertemu dengan udara dingin di sekitar pesawat tersebut.
Pertemuan antara udara panas dari mesin pesawat dengan udara dingin di angkasa tersebut menghasilkan senyawa yang terkondensasi atau biasa disebut kondensat.
Contrails ini dapat terjadi saat pesawat berada di ketinggian lebih dari 8000 mdpl, dimana pada ketinggian tersebut suhu udara sangat dingin hingga mencapai suhu -40 sampai -55 derajat celcius.
Selain itu, bahan bakar pesawat diketahui mengandung hydrocarbon yang terdiri dari senyawa hidrogen dan carbon.
Kemudian, karbon dari sisa pembakaran mesin pesawat akan menghasilkan Karbon Dioksida (CO2) dan karbon Monoksida (CO). Lalu hidrogen yang tidak terbakar secara sempurna oleh mesin akan bereaksi dengan oksigen akan menghasilkan uap air dalam bentuk gas.
Contrails ini ada yang cepat hilang dan ada juga yang bertahan agak lama kemudian membesar membentuk awan tipis.",POSITIF
"Kalo itu benar semoga mereka yg mnyebarkan mndptkan azab, dan masyarakat sllu sehat, amin ya allah",NEGATIF
"gila sumpah, ini klo beneran senjata biologis,  betapa zdolim nya",NEGATIF
"kalau contrail, emang ada keadaan darurat apa sampai harus buang aftur diatas area pemukiman???",NEGATIF
"Yang digemborkan media sekarang itulah yg hoaks, media hanya cari cuan doank, setiap kasus bukanya di selidiki tapi di kasih opini yg berulang ulang oleh semua media yg sudah di pesan , berita sekarang lebih akurat yg disebar masyarakat secara live...",NEGATIF
"Kalau kalian percaya, berarti tingkat Ketakutan kalian terhadap Covid sangat tinggi. Sampe asap pesawat dikira Covid",POSITIF
"Soalnya jadi keanehan hampir diseluruh wilayah indonesia,, asap itu ada, dan bukan. 1 garis asap saja bahkan ada yang sampai 2-3 garis asap putih..., Dan anehnya setelah 2-3 hari banyak yg menderita batuk, flu, demam...,, Coba kalian teliti dulu kandungan udara setelah asap tu lewat, biar kami masyrakat juga percaya..., Jgn hanya jawaban teori saja ga ad penelitian...",NEGATIF
"gak sedikit yg bilang hoax,dan gak sdikit juga yg bilang bukan hoax..rata2 yg bilang hoax adalah,yg belum terkena penyakit dan kawanan si penebar bla..balaa..yg bilang gak hoax,rata2 yg udah sakit,demam,flu, batuk ,dll..disaat waktu yg bersamaan dan itu termasuk saya,keluarga saya,tetangga dekat dan jauh..semoga allah mengampuni kalian wahai org jahat yg menyebar penyakit..amin ya allah",NEGATIF
Semua orang juga tau kalo pesawat itu ada corntailnya.. masalahnya orang?? yg di bawahnya pada sakit yg sama semua secara berbarengan..ya kali itu cuman corntail biasa..,NEGATIF
"Bukan menuduh atau apapun,Tapi bisa saja,berkolaborasi dengan BMKG",NEGATIF
Jaman sekarang jgn mudah percaya berita hoak ...Memang di INDONESIA kejujuran makin hilang ...tp insyaallah masih banyak orang yg jujur dan baik di INDONESIA ...,NEGATIF
sekalipun itu benar. pasti tdk akan di benarkan.,NEGATIF
Masalah activitasnya sering jadi rakyat curiga....sedangkan sebelumnya ga pernah ada kaya begini.,NEGATIF
"Camtrail 7bulan yg lalu udah terang2an di seprotkan di madura-surabaya. Di beritakan di televisi juga. Skrg ada yg sama terjadi di jakarta malah di tuduh konspirasi . mulai instrumen pemerintah,sampai media berita sosial pun bahkan pejabat tinggi sudah menjadi kaki tangan kelompok orang untuk mnghancurkan INDONESIA",NEGATIF
"Percaya sama media ??? Kondensasi itu akan menghilang ketika pesawat terbang berkisar 500m - 1000m! Jika chemtrail itu tidak akan dpat menghilang begitu cepat dan membeku di udara yang sangat dingin dia atas langit. Sama halnya seperti di video, memang manusia2 zalim lah yang dapat melakukan hal seperti itu.",NEGATIF
Kayanya ini bukan hoax tp asli ko.,NEGATIF
Yg jadi pertanyaan adalah kenapa akhir-akhir ini banyak pesawat seperti itu..dan biasanya pesawat yang mengeluarkan chemtrail itu berada di ketinggian yang sangat tinggi...ini kok terbangnya rendah,NEGATIF
"Awas aja klo beneran terbukti nyata , di jawa tengah belum lama juga ada pesawat terbang rendah",NEGATIF
"berarti selama ini kita bukan kena pandemi covid  ,bisa jadi covid yg dialami sekarang cuma keracunan udara?",NETRAL
"Pemerintah bisa bisa aja cari alasan, pdhl jelas jelas itu menyebarkan penyakit",NEGATIF
"Di Batam juga ada seperti ini, kemaren ada pesawat terbang rendah dengan suara keras dan meninggalkan jejak asap seperti ini, ga lama dari pesawat itu orang PT kawan saya banyak yang sakit serentak, ntah itu memang penyebabnya atau hanya kebetulan saja",NEGATIF
DEMI BISNIS MELAKUKAN ITU...DAN SEJARAH MENCATAT PALING BURUK...INSYAP...INSYAP...,NEGATIF
"Kalopun benar, gak akan ada pihak yg membenarkan",NEGATIF
Bisa percaya aja si soalnya di kita juga ada kapal rendah bolak balik,NEGATIF
"Ilmu spy rakyat indonesia modar caranya dg konspirasi, dan anda membayar orang2 yg khusus lewat medsos u menjawab hoaks, mdah2 penyakit ini akan kembali k keluarga anda aaminn ya robbal a'lamiin",NEGATIF
Kita jaga2 saja . Itu urusan mereka nanti sama allah di akhirat kalau memang benar tindakan jahat . Soal e di desaku semua orang sakitnya sama semua .,NEGATIF
Ini fakta di Sumatera Utara sudah banyak kenak virus kayak ginian dan masyarakat Sumatera Utara dihebohkan tentang pesawat keluarkan cairan dan pesawat tu bolak balik dan keluarga saya kenak ini fakta bukan hoaks. Lihat saja kalau misalnya ada yang mati gara?? ni berapa tu real bukan hoaks dan vaksin pun gak mempan melawan virus ni itu dari saya Salam sehat sejahtera,NEGATIF
"""CHEMTRAIL"" dibilang ""HOAX"". Kedelai sama minyak sayur langka, dibilang ""HOAX"", ""OMICRON""  saudara nya ""OMLUHUT"" pasti dibilang ""HOAX"" juga..",NEGATIF
Pd bilang hoak2 pdhl beneran kena azab semua media kotor,NEGATIF
"Apapun alasan kalian..masyarakat sdah smakin kritis..dalam theori dasar kimia ...ada theori "" ADA AKSI ADA REAKSI "" klo biang omicron ...walloohu a'lam tpi kalau berpengaruh pada ksehatan tubuh...itu sudah pasti..APAPUN DALIH KALIAN...MASYARAKAT SUDAH GAK BISA DI BODOHI.Membunuh pelan2 itu masuk akal..itu jelas berpengaruh pada tubuh manusia dan berbahaya...itu proses kimiawi yg jelas berefek pada tubuh...OK TRIBUN..MULAI SEKARANG SAYA ....UNSUBSCRIBE..
Smga KALIAN bkn ANTEK MEREKA.",NEGATIF
Semoga jujur  karma itu nyata,NEGATIF
"chemtrail yang alami ilangnya cepet, chemtrail yang di sengaja ilangnya lama.",NEGATIF
penyakit sekarang ini memang aneh sakitnya bersamaan dan gejalanyapun sama terkadang satu warga banyk yg terpapar,NEGATIF
Memang sebenarnya benar itu chaimtrail dimana dokter Louis,NEGATIF
"Coba kalau pesawat juga ada sistem ganjil genap, kapasitas di batasi, dan waktu penerbangan di batasi waktunya, pesawatnya 4 tak..mungkin ga ada timbul suudzon..menurut saya ini bukan Hoax, insyaflah wahai manusia..jngan rakyat kita di jadikan korban",NEGATIF
"Tak ada yg hoax, kita bisa mmbedakan mn asap aneh dg asap putih embun diketinggian tertentu. Didaerahku jm4 subuh ditebarnya dg ketinggian 50 meter saat dini hari dg harapan takda yg liat, dg ketinggian segitu mn ada istilah asap dr udara dingin bertemu hawa panas knalpot, suara mesin pesawat nya tidak berisik, setelah kejadian itu tiap keluarga mengalami demam, sumpah.....",NEGATIF
"Aku tinggal di Bali,bbrp waktu lalu,ada juga isu spt itu,apa suatu kebetulan byk yg sakit panas,batuk,sakit tenggorokan dan badan ngilu,Klo benar,kejam sekali...semoga kita semua sll dlm lindungan Tuhan",NETRAL
"Mudah mudahan Allah melindungi rakyat Indonesia dari kezoliman,",NEGATIF
Ya Allah ya robbb jagalah keluargaku yg berada d Indonesia dan jagalah NEGARAKU dari Segala musibah dan mala petaka Amin ya allah??????€???€???€?NETRAL,
Sungguh biadab kalau itu memang benar2 di sengaja "semoga Alloh SWT mengazabb secepatnya orang yg jahatt dan jolim terhadap rakyat Indonesia"khususnya penduduk Jakarta"Amiiin,NEGATIF
Ya Tuhan lindungi bangsa Indonesia,NEGATIF
Kita Malaysia dan Indonesia kena bersatu melawan kerajaan yg menindas rakyat...,NEGATIF
KAYAK NYA GW LEBIH PERCAYA ISU INI...DARI PADA BANTAHAN PARA PEJABAT NEGRI INI....MA'AF EPEK DARI PEMERINTAH /PIMPINAN SERING  NGIBULIN RAKYAT NYA......,NEGATIF
Hati-hati Saja.... Jaga Diri Masing-masing.... Kuatkan Imun Tubuh..... Banyak Sodakoh... Minta Perlindungan Dari Allah SWT,NEGATIF
Semoga Allah SWT yg membalas perbuatan mereka yg zholim ke rakyatnya,NEGATIF
"Harus di selidiki, jangan cuma diam para pejabat penegak hukum,Tapi miris y saya tidak yakin ini di selidiki, terlalu banyak oknum di Indonesia ini,",NEGATIF
"Semoga Allah SWT melindungi negara Indonesia. Jika memang berita itu benar, maka siapa yang berbuat dia akan bertanggung jawab kelak..",NEGATIF
"Ya Allah ,lindungi rakyat Indonesia ,ya Allah kenyapkan orang2 yg dholim PD rakyatnya",NEGATIF
"Apapun keterangannya, kita yg terlintasi oleh chemtrail tetap waspada. Saat ini rakyat sdh banyak tdk percaya pd media pemerintah. Ada virus atau tidak tetap jalankan protokol kesehatan.",NETRAL
"Hati2lah saudaraku sudah semakin banyak di singkapkan di dunia ini yg akan terjadi yg belum pernah terjadiBerdoalah senantiasa,  jangan ribut lg tentang agama ataupun politik lg, hargai perbedaan keyakinan org lain, manfaatkan waktumu untuk bebuat baik dan saling mendoakan.",NEGATIF
Orang2 indonesia tdk akan gentar/takut karena percaya & yakin ada ALLOH yg melindungi kita,NEGATIF
Semoga Allah laknat orang2 yg memerintahkannya dan diazab seberat2nya krn sdh membuat warganya sakit,NEGATIF
Ya Allah SubhanahuwaTa'ala lindungi kami dr keburukan dhahir bathin..aamiin,NETRAL
Jahat dan biadab ! Sampai kapan hal ini terus dibiarkan dan ditutupi ?? Rakyat sdh cerdas dan paham beda antara chemtrail sama kondensasi,NEGATIF
Kita curiga kenapa serentak penyakit muncul..di berbagai daerah sedangkan mereka tdk ada interaksi dg warga luar yg terkontaminasi virus covid Omicron...,NEGATIF
